"02726","maybe-1","I¸WEWE","ʔíʔwəwə"
"02727","maybe-1-001","I¸WEWE YÁ¸ ĆTE","ʔíʔwəwə yéʔ čtə."
"02728","maybe-1-002","I¸WEWE YÁ¸ SW̱","ʔíʔwəwə yéʔ sxʷ."
"02729","maybe-1-003","I¸WEWE YÁ¸ ȽTE.","ʔíʔwəwə yéʔ ɬtə."
"02730","maybe-1-004","I¸WEWE ĆTÁLE","ʔíʔwəwə čtélə."
"02731","maybe-1-005","I¸WEWE ȽÁL ȽTE SE¸","ʔíʔwəwə ɬél ɬtə səʔ."
"02732","maybe-1-006","I¸WEWE U¸ CUC SEN SE¸","ʔíʔwəwə ʔuʔkúk sən səʔ."
"02733","maybe-1-007","I¸WEWE YÁ¸ SEN","ʔíʔwəwə yéʔ sən."
"02734","maybe-1-008","I¸WEWE ḴÁȻEṈ SEN SE¸.","ʔíʔwəwə qékʷəŋ sən səʔ."
"02735","maybe-1-009","I¸WEWE ŦEṈŦÁṈ SPW̱ELO¸S.","ʔíʔwəwə θəŋθéŋ spxʷəláʔs."
"02736","maybe-1-010","I¸WEWE ȻȽ OPEN SĆEL¸ÁNEṈ.","ʔíʔwəwə kʷɬʔápən sčəl̕énəŋ."
"02737","maybe-1-011","I¸WEWE YÁ¸ SEN OL¸","ʔíʔwəwə yéʔ sən ʔal̕."
"02738","maybe-1-012","I¸WEWE Í¸ Ȼ SYÁ¸ȽTE ȽÁL","ʔíʔwəwə ʔə́y̕ kʷ syéʔɬtə ɬél."
"02739","maybe-1-013","I¸WEWE ĆȺ SE¸","ʔíʔwəwə čéy səʔ."
"02740","maybe-1-014","I¸WEWE ṮÁ¸NEḴ SEN SE¸","ʔíʔwəwə ƛ̕éʔnəq sən səʔ."
"02741","maybe-1-015","I¸WEWE ĆȺ ĆTE","ʔíʔwəwə čéy čtə."
"02742","maybe-1-016","I¸WEWE X̱EṈ ȽTE I¸ EU¸ YÁ¸NOṈET.","ʔíʔwəwə x̣ʷə́ŋ ɬtə ʔiʔ ʔəw̕ yeʔnáŋət."
"02743","maybe-1-017","I¸WEWE NE SṮI¸ Ȼ NE SQENET.","ʔíʔwəwə nəsƛ̕íʔ kʷ nəsk̕ʷə́nət."
"02744","maybe-1-018","I¸WEWE QENNEW̱ SEN SE¸ TŦE NE SĆÁ¸ĆE¸.","ʔíʔwəwə k̕ʷə́nnəxʷ sən səʔ tθə nəsčéʔčəʔ."
"02745","maybe-1-019","I¸WEWE ṮÁ¸NEḴ SEN SE¸ ȻE Í¸ES SȻÁĆEL","ʔíʔwəwə ƛ̕éʔnəq sən səʔ kʷə ʔə́y̕əs skʷéčəl."
"02746","maybe-1-020","I¸WEWE OPEN SȻÁĆEL I¸ ȻȽ TES TŦE ELEḴÁL¸S.","ʔíʔwəwə ʔápən skʷéčəl ʔiʔ kʷɬtə́s tθə ʔələqél̕s."
"02747","maybe-1-021","I¸WEWE EN¸Á SEN SE¸ U¸ TĆINESEṈ E ȻSE SȾOḰI¸.","ʔíʔwəwə ʔənʔé sən səʔ uʔtčínəsəŋ ʔə kʷsə st̕ᶿáqʷiʔ."
"02748","maybe-1-022","I¸WEWE ĆESE¸ SȻÁĆEL Ȼ SNOU¸EȽTEṈS I¸ ĆÁȽ SEN¸ÁS SḴÁṈ.","ʔíʔwəwə čə́səʔ skʷéčəl kʷ snáw̕əɬtəŋs ʔiʔ čéɬ sʔənʔés sqéŋ."
"02749","maybe-1-023","I¸WEWE NIȽ S Ȼ SI¸ U¸ LÁ¸E.","ʔiʔwə́wə níɬ s kʷ siʔuʔléʔə."
"02750","maybe-1-024","I¸WEWE¸ ĆELEU¸T ȽTE.","ʔiʔwə́wəʔ čə́ləw̕t ɬtə."
"02751","maybe-1-025","I¸WEWE¸ YÁ¸ SEN.","ʔíʔwəwəʔ yéʔ sən."
"02752","predawn-1","I¸W̱ȻEȻȺY¸EL¸","ʔiʔxʷkʷəkʷéy̕əl̕"
"02753","scraping-it-1","I¸XET","ʔíʔx̣ət"
"02754","scraping-it-1-001","I¸XET SEN","ʔíʔx̣ət sən."
"02755","be-treated-well-1","I¸YÁ¸TEṈ¸","ʔiʔyéʔtəŋ̕"
"02756","be-treated-well-1-001","I¸ SJÁN¸ ȻE¸ TÁ EU¸ I¸YÁ¸TEṈ¸.","ʔiʔ sč̕én̕ kʷəʔ te əw̕ ʔiʔyéʔtəŋ̕."
"02757","be-treated-well-1-002","I¸ SJÁN¸ EU¸ ṮIṈ E TŦE ŚW̱LÁ¸ES Ȼ SI¸YÁ¸TEṈ¸S E TŦEU¸NIȽ SWIU¸LES.","ʔiʔ sč̕én̕ ʔəw̕ ƛ̕íŋ ʔə tθə šxʷléʔəs kʷ sʔiʔyéʔtəŋ̕s ʔə tθəw̕níɬ swíw̕ləs."
"02758","be-treated-well-1-003","I¸YÁ¸TEṈ E TŦE ŚW̱LÁ¸ES.","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02759","proc-1","I¸","ʔiʔ-"
"02760","proc-1-001","I¸ YÁ¸ SEN.","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02761","proc-1-002","I¸ W̱ȻEȻȺY¸EL¸","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02762","proc-1-003","I¸ QEQEL¸O¸ES","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02763","proc-1-004","I¸ ḰEL¸SET SEN","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02764","proc-1-005","I¸ ŦEṈ¸E¸Á¸T SEN","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02765","proc-1-006","I¸ ȾOU¸EȽ OL¸","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02766","proc-1-007","I¸ W̱I¸TEṈ¸","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02767","proc-1-008","ÁȽTI¸ I¸ ḴÁM¸EL¸.","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02768","proc-1-009","I¸ ȻENIṈ¸ET I¸ I¸ W̱I¸TEṈ¸.","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02769","proc-1-010","I¸ TUWE ŚETEṈ¸ SEN.","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02770","proc-1-011","I¸ O¸MET.","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02771","proc-1-012","I U¸ I¸ LÁ¸E TŦE STḴȺYE¸S","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02772","proc-1-013","I¸ HÍ TŦE NE MOÍ¸.","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02773","proc-1-014","I¸ TUWE I¸ȽEN¸ SEN ȻE¸.","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02774","proc-1-015","EWE S I¸ ȻENIṈ¸ET I¸ EWE S I¸ W̱I¸TEṈ¸.","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02775","proc-1-016","I¸ SX̱EN¸I¸EṈ¸ SEN SE¸ ȻEĆÁ Ȼ NE SYÁ¸?","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02776","proc-1-017","HO¸ YÁ¸ TX̱INSET I¸ I¸ ŚTEṈ I¸ HO¸ ȻE¸ I U¸ IST.","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02777","proc-1-018","NI¸ TŦ I EN¸Á¸E","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02778","proc-1-019","EWE S I U¸ ȻENIṈ¸ET.","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02779","proc-1-020","YÁ¸ LE¸ SEN ṮŚW̱IMÁLE. NE SI U¸ QEUYEȻ.","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02780","proc-1-021","YÁ¸ LE¸ SEN OX̱ E ṮX̱E¸OL¸X̱EL¸₭ NE SI U¸ QEUYEȻ.","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02781","proc-1-022","ȻȽ I¸ ŚÁ¸ŚEM¸","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02782","proc-1-023","ȻȽ I¸ ₭I¸EL¸EŚ","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02783","proc-1-024","TUWE I¸ I¸TET.","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02784","proc-1-025","ṮÁ¸ SEN ȻȽ I¸ ŚETEṈ¸.","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02785","proc-1-026","ȻȽ I¸ TEȻEȽ TSE SDÁĆEṈ","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02786","proc-1-027","ȻȽ I¸ PEKSO¸ET TSE SI¸ÁTEN","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02787","proc-1-028","LÁ¸E TŦE TEṈEW̱ I¸ I¸ I¸ȽEN¸.","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02788","proc-1-029","ȻȽ I¸ ŚETEṈ¸ LE¸ SEN I¸...","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02789","proc-1-030","U¸ QENNOṈE SEN E ȻSIE ĆELAḴEȽ I¸ EWE S I¸ QENNOṈES.","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02790","proc-1-031","HI¸ W̱I¸TEṈ¸.","ʔəy̕éʔtəŋ ʔə tθə šxʷléʔəs."
"02791","dip-up-2","IĆEȽ","ʔíčəɬ"
"02792","dip-up-2-001","SU¸ IĆEȽS E TŦE ḰO¸.","suʔʔíčəɬs ʔə tθə qʷáʔ."
"02793","dip-up-2-002","NE SṮI¸ Ȼ NE SYÁ¸ IĆEȽ E ȻS ḰO¸.","nəsƛ̕íʔ kʷ nəsyéʔ ʔíčəɬ ʔə kʷs qʷáʔ."
"02794","dip-up-2-003","HO¸ JE IĆEȽ E TŦE ḰO¸ I¸ ȻȽ ȻENSISTEṈ.","háʔ č̕ə ʔíčəɬ ʔə tθə qʷáʔ ʔiʔ kʷɬkʷənsístəŋ."
"02795","dip-up-2-004","HO¸ TU¸ IĆEȽ E TŦE ḰO¸ I¸ ȻȽ ȻENITEṈ.","háʔ tuʔʔíčəɬ ʔə tθə qʷáʔ ʔiʔ kʷɬkʷənítəŋ."
"02796","indian-agent-1","IĆENT","ʔíčənt"
"02797","indian-agent-1-001","TW̱E NIȽ IĆENT TŦE ṈENE¸S TŦE Loomis.","txʷəníɬ ʔíčənt tθə ŋə́nəʔs tθə Loomis."
"02798","indian-agent-1-002","NIȽ ŚX̱EN¸ÁṈ¸S LE¸ TŦÁ¸E I¸ȽĆÁL¸E¸ IĆENT.","níɬ šx̣ʷənʔéŋ̕s ləʔ tθéʔə ʔiʔɬčél̕əʔ ʔíčənt."
"02799","dip-1","IĆEṈ","ʔíčəŋ"
"02800","dip-1-001","X̱EṈ E SEN I¸ IĆEṈ E TŦE ḰO¸?","x̣ʷə́ŋ ə sən ʔiʔ ʔíčəŋ ʔə tθə qʷáʔ?"
"02801","ladle-food-1","IĆET","ʔíčət"
"02802","ladle-food-1-001","IĆET SW̱ TŦE ḰO¸.","ʔíčət sxʷ tθə qʷáʔ."
"02803","ladle-food-1-002","IĆET SW̱ OL¸ TŦE ḰO¸.","ʔíčət sxʷ ʔal̕ tθə qʷáʔ."
"02804","ladle-food-1-003","X̱EṈ SW̱ I¸ IĆET TŦE N¸ḰO¸.","x̣ʷə́ŋ sxʷ ʔiʔ ʔíčət tθə n̕qʷáʔ."
"02805","ladle-food-1-004","SU¸ ḰELṈITEṈS E TȽ XÁ¸EL¸S TŦE O¸EM¸ET ELȽTÁLṈEW̱, HO¸ Ḵ SW̱ TU¸ IĆET TELÁ¸ENEṈ I¸ X̱EṈ I¸ YÁ¸ TXEN¸EṈ TŦE ḰO¸.","suʔqʷəlŋítəŋs ʔə tɬ x̣éʔəl̕s tθə ʔáʔəm̕ət ʔəlɬtélŋəxʷ, háʔ q sxʷ tuʔʔíčət təléʔənəŋ ʔiʔ x̣ʷə́ŋ ʔiʔ yéʔ tx̣ə́n̕əŋ tθə qʷáʔ."
"02806","be-dipped-2","IĆNEṈ","ʔíčnəŋ"
"02807","be-dipped-2-001","IĆNEṈ LE¸ TŦE W̱ILṈEW̱ E TŦE ḰO¸.","ʔíčnəŋ ləʔ tθə xʷílŋəxʷ ʔə tθə qʷáʔ."
"02808","be-dipped-2-002","LO¸ E SW̱ ȻE¸ U¸ IĆNEṈ E ȻS ḰO¸?","láʔ ə sxʷ kʷəʔ ʔuʔʔíčnəŋ ʔə kʷs qʷáʔ?"
"02809","manage-to-dip-1","IĆNEW̱","ʔíčnəxʷ"
"02810","manage-to-dip-1-001","IĆNEW̱ SEN TŦE Á¸ĆEX.","ʔíčnəxʷ sən tθə ʔéʔčəx̣."
"02811","kerchief-1","ICĆEM","ʔíkčəm"
"02812","kerchief-1-001","ÁȽE U¸ ĆICĆEM TI¸Á SȽÁNIĆOOȽ.","ʔéɬə ʔuʔčʔíkčəm tíʔe sɬeničáaɬ."
"02813","egg-1","ICS","ʔíks"
"02814","egg-1-001","ĆELEU¸ TŦE ICS.","čə́ləw̕ tθə ʔíks."
"02815","egg-1-002","ȻÁ¸NEṈ TŦE ICS.","kʷéʔnəŋ tθə ʔíks."
"02816","egg-1-003","EWE S ȻÁ¸NEW̱ TŦE ICS.","ʔə́wə s kʷéʔnəxʷ tθə ʔíks."
"02817","mans-name-8","IȻOMET","ʔikʷámət"
"02818","mans-name-9","ILÁ¸","ʔiléʔ"
"02819","net-edge-1","ILEĆEN¸","ʔíləčən̕"
"02820","net-edge-1-001","ÁȽTI TŦE N¸ILEĆEN¸.","ʔéɬti tθə n̕ʔíləčən̕."
"02821","net-edge-1-002","NIȽ QEN¸T SE¸ ȻSE SĆÁÁNEW̱ TŦE LÁ¸E TŦE N¸ILEĆEN¸ ȻE¸ SXÁ¸ESES TŦE SȻÁĆEL","níɬ k̕ʷə́n̕t səʔ kʷsə sčéenəxʷ tθə léʔə tθə n̕ʔíləčən̕ kʷəʔ sx̣éʔəsəs tθə skʷéčəl"
"02822","buy-2","ILEḴET","ʔíləqət"
"02823","buy-2-001","U¸ ILEḴET SEN.","ʔuʔʔíləqət sən."
"02824","buy-2-002","ILEḴET SW̱.","ʔíləqət sxʷ."
"02825","buy-2-003","ILEḴET SW̱ TŦE COO.","ʔíləqət sxʷ tθə káa."
"02826","buy-2-004","ELḴITES TŦE SMONEĆ.","ʔəlqítəs tθə smánəč."
"02827","buy-2-005","ILEḴET SEN TŦE SKEM¸EL¸.","ʔíləqət sən tθə sq̕ə́m̕əl̕."
"02828","buy-2-006","YÁ¸ ELḴITES TŦE SMONEĆ.","yéʔ ʔəlqítəs tθə smánəč."
"02829","buy-2-007","ILEḴET SEN TŦE SĆESE¸ḰS TŦE SṮI¸ṮEȽḴEȽ.","ʔíləqət sən tθə sčə́səʔqʷs tθə sƛ̕íʔƛ̕əɬqəɬ."
"02830","buy-2-008","ELEḴITES.","ʔələqítəs."
"02831","edge-1","ILEXEN","ʔíləx̣ən"
"02832","edge-1-001","YÁ¸ SW̱ OX̱ E TŦE ILEXEN.","yéʔ sxʷ ʔáx̣ʷ ʔə tθə ʔíləx̣ən."
"02833","husband-returns-1","ILEYÁL¸NEĆ","ʔiləyél̕nəč"
"02834","elaine-1","ILIN","ʔilín"
"02835","mans-name-10","ILIPTEN","ʔilíptən"
"02836","favourite-food-1","IȽE¸NÁN","ʔiɬəʔnen"
"02837","passed-down-1","IȽEȻSILEW̱","ʔiɬəkʷsiləxʷ"
"02838","eat-1","IȽEN","ʔíɬən"
"02839","eat-1-001","IȽEN ĆE.","ʔíɬən čə."
"02840","eat-1-002","ISTÁ IȽEN.","ʔisté ʔíɬən."
"02841","eat-1-003","IȽEN E TȽ NEȻE.","ʔíɬən ʔə tɬ nə́kʷə."
"02842","eat-1-004","ṮÁ¸ SEN ȻȽ YÁ¸ IȽEN.","ƛ̕éʔ sən kʷɬyéʔ ʔíɬən."
"02843","eat-1-005","IȽEN TŦE SḴAXE¸.","ʔíɬən tθə sqéx̣əʔ."
"02844","eat-1-006","LO¸E SEN ȻE ȻȽ IȽEN.","láʔə sən kʷə kʷɬʔíɬən."
"02845","eat-1-007","IȽEN SEN E TŦE SĆÁÁNEW̱.","ʔíɬən sən ʔə tθə sčéenəxʷ."
"02846","eat-1-008","ŚEL¸ŚEL¸ÁṈ SEN Ȼ NE SIȽEN E TŦE SḴÁUŦ","šəl̕šəl̕éŋ sən kʷ nəsʔíɬən ʔə tθə sqéwθ."
"02847","eat-1-009","ĆIȽEN SEN.","čʔíɬən sən."
"02848","eat-1-010","NE SĆIȽEN SE¸.","nəsčʔíɬən səʔ."
"02849","eat-1-011","ṮÁ¸ SEN ȻȽ IȽEN.","ƛ̕éʔ sən kʷɬʔíɬən."
"02850","eat-1-012","SU¸ IȽENS E TŦE S₭ELEṈS.","suʔʔíɬəns ʔə tθə sq̕ʷə́ləŋs."
"02851","eat-1-013","SXÁȽEȽ SEN. SQȺ Ȼ NE SIȽEN.","sx̣éɬəɬ sən. sk̕ʷéy kʷ nəsʔíɬən."
"02852","eat-1-014","SṮI¸S Ȼ SṮÁ¸S ȻȽ IȽEN.","sƛ̕íʔs kʷ sƛ̕éʔs kʷɬʔíɬən."
"02853","eat-1-015","W̱U¸Á SEN SE¸ SE IȽEN, I¸ ṮÁ¸ ȻȽ TÁĆEL.","xʷuʔé sən səʔ sə ʔíɬən, ʔiʔ ƛ̕éʔ kʷɬtéčəl."
"02854","eat-1-016","EWENE STÁṈ ȻȽHIŦ ȻE¸ Ȼ SIȽENS LE¸.","ʔə́wənə stéŋ kʷɬhíθ kʷəʔ kʷ sʔíɬəns ləʔ."
"02855","eat-1-017","XȽOSTEṈ E TŦE ṈEN¸ S¸IȽEN SIȽENS.","x̣ɬástəŋ ʔə tθə ŋə́n̕ sʔíɬən sʔíɬəns."
"02856","eat-1-018","EWE Ȼ SIȽENS E TŦE S¸IȽENS.","ʔə́wə kʷ sʔíɬəns ʔə tθə sʔíɬəns."
"02857","eat-1-019","U¸ IȽEN SE¸ SW̱ I¸ U¸ HÍ SE¸ Ȼ SEN¸Á¸ES JÁṈ¸ ȻSE NE STOLES.","ʔuʔʔíɬən səʔ sxʷ ʔiʔ ʔuʔháy səʔ kʷ sʔənʔéʔəs č̕éŋ̕ kʷsə nəstáləs."
"02858","eat-1-020","YÁ¸ SW̱ ȾE¸ȻSISEṈ EN¸ SU¸ YÁ¸ EMET LÁ¸E E TŦE LETÁM EN¸ SU¸ IȽEN.","yéʔ sxʷ t̕ᶿəʔkʷsísəŋ ʔən̕suʔyéʔ ʔə́mət léʔə ʔə tθə lətém ʔən̕suʔʔíɬən."
"02859","eat-1-021","SU¸ IȽÁNS.","suʔʔiɬé:ns."
"02860","restaurant-1","IȽENÁU¸TW̱","ʔiɬənéw̕txʷ"
"02861","restaurant-1-001","YÁ¸ SEN OX̱ E TŦE IȽENÁU¸TW̱.","yéʔ sən ʔáx̣ʷ ʔə tθə ʔiɬənéw̕txʷ."
"02862","restaurant-1-002","IO¸EX̱ SEN E TŦE S¸EȽENÁU¸TW̱.","ʔiʔáʔəx̣ʷ sən ʔə tθə sʔəɬənéw̕txʷ."
"02863","finally-eat-1","IȽENNOṈET","ʔiɬənnáŋət"
"02864","finally-eat-1-001","IȽENNOṈET SW̱.","ʔiɬənnáŋət sxʷ."
"02865","finally-eat-1-002","ĆÁȽ NE SIȽENNOṈET.","čéɬ nəsʔiɬənnáŋət."
"02866","finally-eat-1-003","JÁṈ¸NOṈET SEN SU¸ IȽENNOṈET.","č̕eŋ̕náŋət sən suʔʔiɬənnáŋət."
"02867","finally-eat-1-004","NIȽ SE¸ NE SU¸ IȽENNOṈET.","níɬ səʔ nəsuʔʔiɬənnáŋət."
"02868","finally-eat-1-005","I¸ U¸ IȽENNOṈET TŦE QÁQI¸ ṈI¸ṈENE¸.","ʔiʔ uʔʔiɬənnáŋət tθə k̕ʷék̕ʷiʔ ŋíʔŋənəʔ."
"02869","skytrain-1","IȽTEHIȽ","ʔiɬtəhiɬ"
"02870","engine-1","INĆEN","ʔínčən"
"02871","engine-1-001","ȻÍ¸XIU¸SEṈ¸ TŦE INĆEN.","kʷəy̕x̣íw̕səŋ̕ tθə ʔínčən."
"02872","engine-1-002","ENEW̱TEṈ TŦE INĆEN.","ʔə́nəxʷtəŋ tθə ʔínčən."
"02873","engine-1-003","ȻÁȾET SEN TŦE INĆEN.","kʷét̕ᶿət sən tθə ʔínčən."
"02874","engine-1-004","ȻEȾÁTEṈ TŦE INĆEN.","kʷət̕ᶿétəŋ tθə ʔínčən."
"02875","engine-1-005","NEȻE SE¸ JEN¸Á¸SET E TŦE INĆEN.","nə́kʷə səʔ č̕ən̕éʔsət ʔə tθə ʔínčən."
"02876","say-what-1","INET","ʔínət"
"02877","say-what-1-001","EN¸ SINET OĆE","ʔən̕sʔínət ʔačə?"
"02878","say-what-1-002","INET SW̱ ȻEĆÁ?","ʔínət sxʷ kʷəče?"
"02879","say-what-1-003","ÁȽE SW̱ OĆE INET?","ʔéɬə sxʷ ʔačə ʔínət?"
"02880","say-what-1-004","INET OĆE? INET?","ʔínət ʔačə? ʔínət?"
"02881","say-what-1-005","EN¸ SINET OĆE TŦE físh","ʔən̕sʔínət ʔačə tθə físh."
"02882","say-what-1-006","SQȺ Ȼ NE SINET.","sk̕ʷéy kʷ nəsʔínət."
"02883","say-what-1-007","INET SEN ȻEĆÁ Ȼ NE SḰÁL?","ʔínət sən kʷəče kʷ nəsqʷél?"
"02884","say-what-1-008","U¸ XĆIT E SW̱ ȻE INETES?","ʔuʔx̣čít ə sxʷ kʷə ʔínətəs?"
"02885","say-what-1-009","U¸ XEĆTIS YEW̱ ȻE INETES.","ʔuʔx̣əčtís yəxʷ kʷə ʔínətəs."
"02886","say-what-1-010","INET SW̱ OĆ; EWENE NE STEL¸SIN¸.","ʔínət sxʷ ʔač; ʔə́wənə nəstəl̕sín̕."
"02887","say-what-1-011","SU¸ XĆETS TŦEU¸NIȽ INET SEN SE¸ ȻEĆÁ?","suʔx̣čə́ts tθəw̕níɬ ʔínət sən səʔ kʷəče?"
"02888","say-what-1-012","EWE OL¸ Ȼ SINETS.","ʔə́wə ʔal̕ kʷ sʔínəts."
"02889","say-what-1-013","INET OĆE KE TI¸Á SṮI¸ṮEȽḴEȽ ÁȽE I¸ EN¸Á¸E?","ʔínət ʔačə q̕ə tíʔe sƛ̕íʔƛ̕əɬqəɬ ʔéɬə ʔiʔʔənʔéʔə?"
"02890","say-what-1-014","EWE OL¸ Ȼ SINETS TŦEU¸NENI¸ȽEYE¸ E Ȼ SAXEṈS E TŦÁ¸E SṮI¸ṮȽḴEȽ.","ʔə́wə ʔal̕ kʷ sʔínəts tθəw̕nəníʔɬəyəʔ ʔə kʷ sʔéx̣əŋs ʔə tθéʔə sƛ̕íʔƛ̕ɬqəɬ."
"02891","say-what-1-015","EWE S ṮÁ¸ INET E ȻSE N¸MÁN Ȼ EN¸ SAXEṈ Ȼ SNEȽNEȻELȽTE TŦE ŚW̱ETIN¸S Ȼ EN¸ SAXEṈ","ʔə́wə s ƛ̕éʔ ʔínət ʔə kʷsə n̕mén kʷ ən̕sʔéx̣əŋ kʷ snəɬnə́kʷəlɬtə tθə šxʷətín̕s kʷ ʔən̕sʔéx̣əŋ ʔə θéʔə."
"02892","saying-what-1","IN¸ET","ʔín̕ət"
"02893","saying-what-1-001","IN¸ET SW̱ OĆE","ʔín̕ət sxʷ ʔačə."
"02894","saying-what-1-002","IN¸ET OĆE ḴE?","ʔín̕ət ʔačə qə?"
"02895","saying-what-1-003","SU¸ ĆTÁṈS TŦE NO¸ȾE¸, IN¸ET LE¸ OĆE ȻS MÁNȽTE?","suʔčtéŋs tθə náʔt̕ᶿəʔ, ʔín̕ət ləʔ ʔačə kʷs ménɬtə?"
"02896","grandchild-1","IṈES","ʔíŋəs"
"02897","grandchild-1-001","NIȽ NE IṈES.","níɬ nəʔíŋəs."
"02898","grandchild-1-002","ŚOPTNOṈET TŦE IṈESȽTE.","šaptnáŋət tθə ʔíŋəsɬtə."
"02899","grandchild-1-003","ÁN¸ U¸ IYES TŦE NE IṈES.","ʔén̕ uʔ ʔíyəs tθə nəʔíŋəs."
"02900","grandchild-1-004","ȽOLEṈ ȻE¸, IṈES, TI¸Á ȻSE U¸ TÁLES.","ɬáləŋ kʷəʔ, ʔíŋəs, tíʔe kʷsə ʔuʔtéləs."
"02901","grandchild-1-005","ŦEṈ¸Á¸T SW̱ TŦE N¸IṈES.","θəŋ̕éʔt sxʷ tθə n̕ʔíŋəs."
"02902","grandchild-1-006","ṮÁ¸ U¸ YÁ¸ TŦE N¸IṈES.","ƛ̕éʔ uʔ yéʔ tθə n̕ʔíŋəs."
"02903","grandchild-1-007","JÁṈ¸TEṈ TŦE NE IṈES.","č̕éŋ̕təŋ tθə nəʔíŋəs."
"02904","grandchild-1-008","ESE. ESE IṈES E Ṯ MEQMIQEYOS.","ʔə́sə. ʔə́sə ʔíŋəs ʔə ƛ̕ mək̕ʷmík̕ʷəyas."
"02905","grandchild-1-009","YEŦOST ȻSE N¸SELSILE¸ Ȼ SNEȻES IṈESS E Ṯ MEQMIQEYOS.","yəθást kʷsə n̕səlsíləʔ kʷ snə́kʷəs ʔíŋəss ʔə ƛ̕ mək̕ʷmík̕ʷəyas."
"02906","step-on-you-1","IṈESE","ʔíŋəsə"
"02907","step-on-you-1-001","IṈESE SEN.","ʔíŋəsə sən."
"02908","step-on-it-1","IṈEST","ʔíŋəst"
"02909","step-on-it-2","IṈET","ʔíŋət"
"02910","step-on-it-2-001","IṈET SEN.","ʔíŋət sən."
"02911","step-on-it-2-002","IṈET SEN SE¸.","ʔíŋət sən səʔ."
"02912","step-on-it-2-003","SU¸ ȻENETS I¸ IṈETES TŦE SṈÁNET.","suʔkʷə́nəts ʔiʔ ʔíŋətəs tθə sŋénət."
"02913","step-on-it-2-004","EWE S U¸ I¸ IṈET TŦE SW̱¸I¸EĆ.","ʔə́wə s uʔ iʔʔíŋət tθə sxʷʔíʔəč."
"02914","step-on-it-2-005","EWE S U¸ IṈET E TŦE ȾIKEL¸ENEȻ.","ʔə́wə sxʷ s uʔʔíŋət ʔə tθə t̕ᶿiq̕əl̕ə́nəkʷ."
"02915","be-stepped-on-1","IṈETEṈ","ʔíŋətəŋ"
"02916","be-stepped-on-1-001","W̱ÁLEḴ ȽTE I¸ IṈETEṈ E TŦE SNEW̱EȽ.","xʷéləq ɬtə ʔiʔ ʔíŋətəŋ ʔə tθə snə́xʷəɬ."
"02917","be-stepped-on-1-002","IṈETEṈ E TŦE W̱ENITEM.","ʔíŋətəŋ ʔə tθə xʷənítəm."
"02918","be-stepped-on-1-003","ĆELÁL ȽTE I¸ U¸ IṈETEṈ EN¸Á.","čəlél ɬtə ʔiʔ ʔuʔʔíŋətəŋ ʔənʔé."
"02919","step-on-you-2","IṈNOṈE","ʔiŋnáŋə"
"02920","step-on-you-2-001","IṈNOṈE SEN.","ʔiŋnáŋə sən."
"02921","be-stepped-on-2","IṈNEṈ","ʔíŋnəŋ"
"02922","be-stepped-on-2-001","XȽÁSES TŦE SṮI¸ṮEȽḴEȽ; IṈNEṈ TŦE SÁLESS E TŦE SWIU¸LES.","x̣ɬésəs tθə sƛ̕íʔƛ̕əɬqəɬ; ʔíŋnəŋ tθə séləss ʔə tθə swíw̕ləs."
"02923","manage-to-step-on-it-1","IṈNEW̱","ʔíŋnəxʷ"
